country,region,market,commodity,unit,date,latitude,longitude,hh_size,food_consumption_score,coping_strategy_index,livelihood_type,assistance_received,market_distance_km,shock_occurred,shock_type,import_dependency,vulnerability_index,availability_score,transport_cost_index,seasonality_index,exchange_rate,urban_rural,market_type,price_usd,local_price,infl_adj_price
Yemen,Horn of Africa,Market_301,Lentils,kg,2020-08-21 09:23:31,-15.96280336694285,106.70422288998591,8,28.746759579854164,0,Agriculture,Cash,7.980427307109341,1,Flood,0.536597338317023,0.17408888444893011,0.46045060994537573,1.3063379641643411,0.6796030204983774,1.1072161941221879,Urban,Retail,4.774273443535152,208.167373105846,4.722318025334381
Yemen,East Africa,Market_445,Goat Meat,kg,2021-05-14 21:17:56,11.661190402858374,111.69813441631536,7,48.78018419812045,0,Pastoral,Food,12.612194018331584,0,,0.5266252794356613,0.7739206112003276,0.5386308273170228,1.6432949376818833,0.5169140094750784,0.9658030525274016,RURAL,Wholesale,3.2644994432760766,190.79813804252268,3.380552833269782
Ethiopia,Middle East,Market_227,Palm Oil,kg,2022-01-28 21:57:22,2.149604013185723,34.17704388057097,2,21.30243492129294,32,SMALL BUSINESS,Cash,4.173216717412224,0,Flood,0.5283563615513557,0.44368266399457823,0.6952644797504617,1.1421438014005418,0.05846316203715651,0.6027102681657779,Rural,Wholesale,2.556546067073217,128.8321645104311,2.5572292866977984
South Sudan,Middle East,Market_127,Millet,kg,2020-05-25 07:38:22,19.191675537558652,79.82455148683734,8,51.24902049959417,25,Casual Labor,None,1.6211212195646265,0,Conflict,0.29018379926670623,0.7787002968858731,0.7953557992634757,2.0152921001486,0.4735541293226885,0.8124089580108211,Urban,wholesale,1.6026048899124117,86.81358326353218,1.6719474058097465
Afghanistan,Horn of Africa,Market_349,Palm Oil,kg,2018-12-09 20:33:41,11.853996648511384,33.63343908949701,5,63.709967501824664,0,Pastoral,None,0.14789916435012462,0,None,0.8303050867683216,0.29798141390943234,0.3102793816679884,1.86900367227263,0.5992826977278474,1.195139141279334,Urban,Wholesale,3.5794117205095457,239.9519528327308,3.476209140823418
Yemen,West Africa,Market_21,Sorghum,kg,2021-09-11 12:44:39,-6.837091135555893,111.08370994832879,9,30.782218848110617,15,agriculture,,11.171133169753697,0,Flood,0.777899592671302,0.45459722762396715,0.520062846690426,1.9453429466214855,0.8004016893655684,1.139571622541501,rural,Wholesale,2.6927271214149506,142.40917599500148,2.7551968827321174
Ethiopia,East Africa,Market_199,Fish,kg,2019-10-07 14:45:42,-2.860394573950302,68.63392266460387,6,28.51285771956933,36,small business,Cash,9.02995209687478,0,Conflict,0.36915365451022775,0.8360675989637467,0.49744359255172577,2.1741623630901845,0.03104569933440393,1.2902771450700556,Urban,RETAIL,4.419561729548661,256.1870538343987,4.330085291772748
Yemen,Middle East,Market_189,Palm Oil,kg,2020-04-23 18:56:32,-10.576961061678901,111.04728690020026,4,46.52881010676945,34,Agriculture,None,0.9927047145761321,0,None,0.265378464443698,0.3395749848284193,0.4410579851978904,1.2998378809265954,0.4884079287523997,0.6226619666772276,rural,wholesale,2.4574856523221675,161.13464879572277,2.3895183781420557
Yemen,South Asia,Market_332,Sunflower Oil,kg,2023-09-15 03:14:09,0.47993988143327115,46.891506886575485,9,33.08898344639548,7,Pastoral,Food,12.614878402356995,0,Conflict,0.8099841420909653,0.407024520336455,0.5609780957321377,2.997154945009824,0.6663611775411479,0.9912873517900208,RURAL,retail,3.5769655464643697,166.2620450218595,3.4345819135833198
Somalia,South Asia,Market_420,Milk,kg,2017-08-30 02:26:43,8.428998400252716,44.61341163178724,1,31.81490363802699,34,Small Business,Food,7.21005018593183,0,Flood,0.9795646931971507,0.5752439017720089,0.7845784819328052,2.587626798856972,,1.39671286540426,urban,Wholesale,2.555068985231715,153.75763709081002,2.6323526650982836
Nigeria,West Africa,Market_152,Chickpeas,kg,2022-01-28 21:09:40,4.499550390509892,111.74917286471943,4,44.6539485021177,1,Agriculture,None,6.973604052188109,0,Conflict,0.2249423974584774,0.6418946755086333,0.6461185831149641,1.7363310890088348,0.3869943583106822,0.8500932112586268,urban,Retail,3.1319250579597098,155.9214695165129,3.201084399125804
Somalia,Horn of Africa,Market_160,Beans,kg,2017-08-07 01:52:58,-6.316661490650626,114.4538024739716,11,30.461559607350402,17,CASUAL LABOR,Food,10.299842318000817,0,Conflict,0.24339266586156424,0.18877186065850615,0.6036679295746576,2.4277789529104554,0.6739909307401403,0.5116633492495555,Rural,Retail,3.203764095934158,163.05034583154043,3.114290666921429
Nigeria,Horn of Africa,Market_347,Onion,kg,2019-09-28 06:30:01,12.931996309029756,99.01106705966777,5,34.45252429176944,9,small business,,9.556452034492194,0,None,0.6312469813721772,0.6118208752000319,0.6142732898215422,1.7304718062906537,0.8517614631361051,0.8152816599008694,Rural,wholesale,2.169006376201955,89.85408277942382,2.1420546521451347
Yemen,Horn of Africa,Market_480,Onion,kg,2020-01-24 03:20:42,-15.797649732000071,49.98228355322774,4,33.483327203982284,9,Agriculture,Cash,3.657014196709963,0,Flood,0.5344320020162796,0.48163528941533906,0.7692981229128233,2.8592193887231803,0.04199060806657362,1.284863846113871,urban,RETAIL,1.9483124018534712,101.53246177973246,2.0175264076484036
Bangladesh,South Asia,Market_443,Beans,kg,2021-09-09 11:01:23,-14.297812280073492,45.47868534948944,9,37.66221940008869,11,Casual labor,None,9.706194029452266,0,Drought,0.23679850636546207,0.7906752888765739,0.6443034966198928,2.8957269202366245,0.14432825583251074,0.8136201975389379,Urban,wholesale,3.2826185636804794,215.20042140284144,3.3096216392118745
Afghanistan,Horn of Africa,Market_96,Chickpeas,kg,2023-04-02 14:37:34,-3.833617329069831,97.32117655351898,1,20.049122943634707,38,Pastoral,,12.88713902014789,0,Drought,0.6400235821802744,0.6523398473114893,0.7675516030086027,2.9951137676514508,0.8380593859781481,0.78712667314692,Rural,retail,3.689019954410692,184.56824892299193,3.7615790035913146
South Sudan,South Asia,Market_352,Fish,kg,2019-05-17 20:41:23,8.08973254765652,87.1297244884781,3,32.861479454138916,23,small business,Cash,5.9371709925987775,0,Drought,0.12061498991647025,0.49939862787441724,0.6021194393625002,,0.32903364966407467,0.417668332635287,urban,WHOLESALE,4.079038647506257,282.19378445183537,4.072501163395787
Yemen,West Africa,Market_474,Goat Meat,kg,2023-09-13 11:39:09,7.767427123890592,108.48689923943896,9,27.130345160960974,21,Casual Labor,Food,4.4175956455280945,0,None,0.5438421021677429,0.8595798241050218,0.7538731886814896,1.260310952136942,0.38387445534418674,0.9344227522731527,Rural,wholesale,4.276879709121665,222.72291819002066,4.418152336729667
Nigeria,East Africa,Market_75,Onion,kg,2019-10-14 18:37:23,-5.339062291345687,54.91302765257159,7,26.044528176030138,4,Small Business,None,0.9954926393734169,0,None,0.20434564311365888,0.6002295625675466,0.8787444690226562,1.5715311589625642,0.6894575942596214,1.3958648745620272,URBAN,RETAIL,1.8099070935221462,,1.8318701014101486
Nigeria,Middle East,Market_366,Rice,kg,2019-10-23 02:55:15,7.864316177967481,56.582142623434464,5,56.00409067245785,21,CASUAL LABOR,None,9.116324495198592,0,None,0.44207325514303797,0.46877682478503324,0.2629346902802252,1.5027318772223994,0.9907445123413453,0.6330317254555592,Rural,wholesale,2.2941416015841565,160.21131170223723,2.246619896348052
Nigeria,West Africa,Market_82,Palm Oil,kg,2021-01-08 19:59:47,-17.576568989890767,95.84770075592384,11,64.39338123195895,3,Casual labor,None,11.355034486831729,1,Conflict,0.9847735838686584,0.19518822076957143,0.802093408423181,1.9853720048006351,0.7321508587516565,1.157914911014811,URBAN,Retail,4.826459635402577,308.44800316798694,4.616604243049336
Yemen,South Asia,Market_128,Onion,kg,2018-12-03 10:57:19,-8.399122007005584,54.108174700576214,6,26.070476416284166,17,Small business,None,14.51781408552678,0,Flood,0.43137666952552645,0.20608490622956033,0.8512996512517772,1.073205739345376,0.3603090215348812,0.553345391584473,RURAL,retail,1.842091148008017,76.43031626149867,1.8951694760429596
Ethiopia,West Africa,Market_359,Vegetables,kg,2023-11-14 20:21:53,7.750932530964484,71.61395087147775,4,43.2900347490754,29,pastoral,Food,9.218180081210509,0,Drought,0.41426768495219446,0.14849415890701811,0.7979378717732508,2.077282095736297,0.4306490223043218,0.761445486953992,urban,Retail,2.0819153757038404,135.95461454224392,2.02491668493901
Bangladesh,Middle East,Market_133,Milk,kg,2020-01-08 08:08:12,-12.63834395832411,76.81279287481158,5,31.244476448003784,32,Casual labor,Cash,6.773860783939014,0,,0.49077556867413763,0.8220965299946013,0.38444203525914605,1.2936600871002477,0.6559847071880732,0.983015512138242,RURAL,retail,2.2523351445366577,113.69065617342737,2.2725790224713722
Ethiopia,East Africa,Market_400,Lentils,kg,2021-12-02 03:32:55,-11.491518855661734,90.22660705790045,8,45.52655250602141,21,CASUAL LABOR,Cash,14.034043999634386,0,None,0.5970298742607426,0.035811624925422114,0.2935663420927919,1.4004373526850022,0.5037821547224363,0.6189047686915338,Urban,Retail,2.9389433436973063,145.1056609149369,3.060161462684194
South Sudan,Middle East,Market_139,Vegetables,kg,2019-09-18 17:38:43,-16.524695242607358,60.99451569745416,5,15.455553857143176,5,Small Business,Cash,2.7643458105854446,1,Conflict,0.10902129192595666,0.9685891521849884,0.933005325506006,,0.4679154944057634,0.7595021603159497,URBAN,RETAIL,2.2909032114464436,120.03348900526291,2.3078876726732847
Yemen,South Asia,Market_246,Beans,kg,2017-07-21 08:34:12,-5.421159354264091,107.25032817299248,10,30.182003119169583,37,casual labor,Food,10.655176701730445,1,Flood,0.8346484614031533,0.5907126673056011,0.4729590533349095,2.45660724218496,0.5194778496251835,1.2866276204487765,urban,Wholesale,4.9150303570530856,205.6157732957448,4.940987809804635
Nigeria,Middle East,Market_291,Onion,kg,2022-03-28 04:08:52,12.997089623726929,66.20961241324851,2,36.36052330748724,37,Agriculture,Food,4.977087544332428,0,Conflict,0.36746934788482155,0.11296360899758773,0.34638228878570604,1.2721307193196592,0.682446465780194,0.47960574279577706,Rural,wholesale,1.4925980538356014,75.96659291396293,1.5308137601220217
Bangladesh,West Africa,Market_112,Lentils,kg,2023-04-18 15:54:13,13.454364952908755,33.7235967331247,8,14.62640888403855,10,Small Business,None,12.936068509402027,1,Drought,0.8622357080831422,0.8118122265699427,0.7409996256946438,2.1751276639048474,0.40287305911780547,1.2850991241859253,rural,Wholesale,4.746828478024648,288.1285664290423,4.7652293023145
Bangladesh,Horn of Africa,Market_203,Fish,kg,2021-12-15 20:36:38,14.494501312033378,36.03018838738332,3,41.39142527750947,6,Small Business,Food,11.204158426221195,0,None,0.22651845705565404,0.8756534743351982,0.8944193796192785,2.765696972500927,0.16915244305747434,0.6825620596648265,Rural,WHOLESALE,4.274579262949434,198.10096349324704,4.0923070994984885
Kenya,West Africa,Market_170,Tomato,kg,2018-11-13 14:52:02,-18.53183882044474,117.44160296799889,5,19.154383498459797,23,Casual Labor,Cash,5.070905852497381,0,Conflict,0.4877023757086263,0.36802852947740605,0.9885092002421241,1.564358397812027,0.5858026647466387,0.4962383683217939,Urban,RETAIL,1.7810533155957995,113.87960301243953,1.7492320552734422
South Sudan,South Asia,Market_87,Maize,kg,2019-08-31 21:09:17,19.739548235464156,85.98385141199165,11,47.32480309756227,7,Casual labor,Cash,11.644898736978384,0,None,0.9891243357671738,0.3631972294200232,0.634328381695427,1.0856335288441246,0.35687936558029276,0.8818191512236198,Urban,Wholesale,2.6478020117315024,171.55568921397676,2.574471566957155
Afghanistan,East Africa,Market_119,Wheat Flour,kg,2021-02-17 04:02:17,0.10564955818667698,74.18352345197805,6,28.81729813673906,11,Pastoral,Food,13.367251640775347,0,Drought,0.273494461480594,0.8465810416635565,0.903272818616691,1.9489155072663291,0.4926043667422465,0.6742379725509109,Rural,Retail,3.417565077536146,163.2188704735734,3.5288977856614805
Afghanistan,Middle East,Market_98,Beans,kg,2018-08-09 18:06:18,14.909081213269417,108.2712563636762,1,31.366407834871275,9,small business,None,3.8599957165795296,0,Drought,0.5607389999116971,0.4852400422966665,0.5870761381176186,1.778483718876109,0.9816649850769927,1.368048763841817,rural,WHOLESALE,3.486811001783716,189.21142933773706,3.5089549785323175
Bangladesh,East Africa,Market_240,Lentils,kg,2021-07-28 18:27:24,16.204585388289196,94.5196220979613,3,37.56526279244254,10,Agriculture,Cash,8.618252987884246,0,Conflict,0.3894672552453272,0.5121472521222086,0.632972832779686,1.9231227836293308,0.22402020025674707,0.6551338729630944,Urban,Wholesale,3.1460744232643565,,3.184702033325773
Yemen,South Asia,Market_337,Millet,kg,2018-03-18 17:31:52,0.5799295959771626,46.32529201466638,1,34.283523056569564,19,Small business,Food,6.352484243049267,0,Drought,0.6827077749184411,0.8910437033633152,0.6538449074573905,1.0902781211346986,0.5899814720005578,1.269849991240687,rural,RETAIL,2.1228218360696687,144.76367669519695,2.184717007704591
Nigeria,Middle East,Market_138,Milk,kg,2023-09-27 04:09:52,-17.956409959365793,30.65630740426845,7,41.34502626374316,37,casual labor,Cash,13.895536412441071,0,Conflict,0.16486012868257854,0.1291974448433466,0.8992626067075435,1.7468958346403163,0.8174960289603985,1.37031168146058,URBAN,Wholesale,2.567920045931713,166.77481553675534,2.5216728484138278
Nigeria,West Africa,Market_82,Onion,kg,2018-04-10 09:52:30,3.898790656566117,118.39172725125051,2,59.826220030923665,22,Pastoral,None,14.587258664520549,0,None,0.8247929810465598,0.8849156214212703,0.39263583058053975,1.109869383802895,0.3845465971324361,0.7644916934849035,URBAN,Wholesale,2.2536745869980432,141.13051695868637,2.337412718020671
Bangladesh,West Africa,Market_236,Salt,kg,2022-02-24 09:40:59,-6.636261825949038,86.62944396928049,10,51.714766187925406,21,AGRICULTURE,Cash,1.6466739843090639,1,Flood,0.6738089048303719,0.9266600964022954,0.7975498583674037,2.8471619695053345,0.6480103746505302,0.7690064046969223,Urban,RETAIL,2.749235555105882,168.46650108002913,2.6392256627132884
Ethiopia,South Asia,Market_136,Sunflower Oil,kg,2023-09-24 10:15:08,-11.729333099628288,72.93668110043319,7,20.52877550695002,21,casual labor,Cash,8.276801521384751,0,Conflict,0.8815887487444294,0.013520749381194075,0.4706088188726728,1.9735202814620698,0.3070264172542331,1.2836760894992199,Urban,Wholesale,3.3608819944111614,135.62213061682803,3.3262931088155816
South Sudan,Middle East,Market_282,Chickpeas,kg,2022-12-03 06:40:23,-12.699959270327055,115.01905284320699,3,,38,SMALL BUSINESS,Food,8.010096056964896,0,None,0.7844463654178592,0.6822270499693646,0.27823164904426556,2.898379651016956,0.20619397241830906,0.8747478905862531,RURAL,Wholesale,3.656921919896081,192.10718455781884,3.734680023767881
Nigeria,West Africa,Market_3,Sunflower Oil,kg,2022-08-11 06:48:09,2.3705691260863446,63.228688823829316,3,34.49091090424997,2,casual labor,Cash,13.043219420476337,1,Conflict,0.22308350938888527,0.2823894405006998,0.9810039659638439,1.2231518326411712,0.44241502329546256,1.1066507553416336,Urban,WHOLESALE,4.674565877139107,322.0374059359337,4.697704294164281
Bangladesh,South Asia,Market_59,Lentils,kg,2023-03-27 19:40:34,-15.821007313110783,95.02973552975301,1,21.174968503327044,34,Small business,Cash,11.708400036672915,0,Drought,0.8817491861430815,0.5645967688397245,0.9405588515536047,1.7409927932270872,0.7711165440405293,0.863707524123237,Rural,Wholesale,3.1730319930523674,148.84624112821388,3.1624931114890873
Nigeria,South Asia,Market_116,Goat Meat,kg,2019-05-30 19:50:12,12.86578216529719,90.31028486847939,7,39.74373579065329,15,small business,Food,4.377970698740116,0,Flood,0.45219429111460285,0.6489687668500355,0.6057209487706192,1.9479815693555393,0.5602436540640467,0.7923336777027519,URBAN,WHOLESALE,4.020810476794835,179.00454829285704,3.910066360923725
Afghanistan,East Africa,Market_472,Millet,kg,2023-06-28 06:36:02,-10.908265965000306,90.9319301703014,8,55.10320638261379,17,casual labor,Cash,7.877494410893624,0,Flood,0.5414002907751999,0.5836061769038643,0.3231357006519005,2.9799212283745904,0.8365924522575934,1.3297377957898164,Rural,RETAIL,2.513664340583935,171.8747575843983,2.6100102609063374
Bangladesh,West Africa,Market_131,Lentils,kg,2019-02-02 07:20:25,1.9716340127978036,90.94194242609895,11,33.849866840503495,12,AGRICULTURE,Food,5.734797867178801,0,Drought,0.15443137522063954,0.6790471303791642,0.8910604611543973,1.259189635280405,0.29363745575170097,0.8407149369337663,URBAN,Retail,2.90458500003719,150.2967919492921,3.0119401566945334
South Sudan,Middle East,Market_422,Milk,kg,2020-07-30 20:20:00,-14.981591665351793,30.93845973298497,4,41.02291218116662,21,Agriculture,None,5.362323760357728,0,None,0.30416881501941606,0.5579290826127813,0.5217503803591679,2.4776846438174576,0.8239292662296994,0.9611979490458149,urban,RETAIL,2.9093490454294,146.43872181843773,3.0239449207845888
Bangladesh,West Africa,Market_386,Rice,kg,2022-02-24 15:14:01,14.385167859191213,104.187183983697,9,26.44984158708079,8,Small Business,None,10.99127492640954,0,Conflict,0.3617436977344056,0.7418544183728465,0.610366969791839,2.8985425307079606,0.9363990428293816,1.1644280203151296,Rural,RETAIL,2.9093874400184707,176.7264639192623,2.8029671427409735
Kenya,West Africa,Market_483,Sugar,kg,2021-05-25 14:15:57,7.683495251584105,113.0658551281112,4,,5,Pastoral,None,9.031048408422329,1,Conflict,0.824690821929983,0.5368825769033422,0.9915642652290171,2.0585988559553687,,1.0732862553591656,URBAN,WHOLESALE,3.932039702431128,231.51133931022915,3.7513871657141893
Bangladesh,West Africa,Market_401,Sugar,kg,2022-02-12 22:02:44,-11.739124904921754,70.44144469725424,10,35.382421225579165,8,CASUAL LABOR,None,3.0640120870767156,0,Drought,0.527539591280781,0.20302982392639268,0.5727503333009653,2.8881985139552255,0.9261661465438278,1.3627949574190699,RURAL,wholesale,3.2872574562755044,135.6032222346063,3.2558381804155325
Bangladesh,South Asia,Market_201,Chickpeas,kg,2020-01-15 00:21:27,8.629630272009873,80.4435265438163,5,,17,Casual labor,,9.348337623197292,1,Conflict,0.42756414265553244,0.19906994910979892,0.3180236345283798,1.4649837236921712,0.8820830957475085,1.1400554907572653,Rural,Retail,11.1316207117064,248.06040650920042,5.078109563052642
Yemen,Horn of Africa,Market_292,Beans,kg,2021-05-18 19:27:32,-16.683994658644934,59.224409898351645,11,30.60694443746832,32,AGRICULTURE,Food,7.00863059344505,0,Drought,0.9537617999059462,0.6504799554324354,0.7317494828094726,1.5756201982934985,0.07860706386488736,1.1651144040513084,Urban,Wholesale,3.2305255835992805,155.4826423985778,3.216163939787238
Afghanistan,Horn of Africa,Market_342,Lentils,kg,2021-06-07 06:48:14,10.88866725815793,100.65649011471329,6,50.20783760182017,37,Casual labor,Food,5.181500570902097,0,Conflict,0.3134704313899112,0.5084564167140871,0.641021469862822,1.0769820488870427,0.6965631790421518,0.7977268280086367,URBAN,Wholesale,2.745195096684136,184.3353352272659,2.8424149670983843
South Sudan,East Africa,Market_479,Lentils,kg,2022-05-04 04:04:51,-0.38612886636632027,96.2941188887059,9,44.645022781809914,21,CASUAL LABOR,Cash,1.091291794568523,0,Drought,0.5335810672608333,0.35839580800634596,0.3449105032751792,2.2178100249144315,0.8104634653041942,0.8145266405062477,URBAN,WHOLESALE,3.207353079987831,131.38606759672933,3.152891348351478
Yemen,West Africa,Market_98,Rice,kg,2020-10-06 10:52:08,-15.19265337148962,96.46509122759923,9,45.73020374821688,32,Agriculture,,13.937517065207901,1,None,0.33287243314053966,0.5673688885198276,0.35059075703778897,2.1459822174754963,0.379150300834876,0.4804826698767516,Urban,RETAIL,3.040170172621505,183.0677349666636,3.173005977391452
Bangladesh,Horn of Africa,Market_216,Millet,kg,2021-04-27 06:09:08,2.019130274624498,96.14305615042878,8,35.04956041962372,28,Small Business,None,12.939040669921825,0,None,0.31072207863185475,0.9870248253667242,0.9360978791388748,,0.34675369526144506,1.1323261603279378,RURAL,Wholesale,2.306986353602082,142.66069849656583,2.4002116672987093
South Sudan,East Africa,Market_124,Sunflower Oil,kg,2020-06-22 21:55:44,-11.965347810435883,49.66895044305576,10,37.0914498334638,15,pastoral,None,4.622487997517634,0,None,0.8976093225133367,0.6304532353467416,0.23180086911907305,2.750714202794411,0.8730154547831322,0.4330632323346014,Rural,Retail,3.7225556792556893,161.80527614145214,3.7067195811644624
Kenya,South Asia,Market_73,Onion,kg,2019-01-30 20:31:58,6.910907256736909,40.12705095763464,2,29.20577084543448,3,Small Business,Cash,8.389502293848086,0,Conflict,0.6065497980726707,0.6937125955658826,0.6986029114517966,2.1577279761879797,0.43975655443216266,0.5445275707932672,rural,Retail,1.5067582335907987,80.11843324145495,1.4984122055194036
South Sudan,West Africa,Market_366,Vegetables,kg,2019-02-03 05:57:02,8.344784448297741,57.96788221725069,10,31.27208686877797,35,CASUAL LABOR,None,12.983665229269546,0,None,0.1000708784215091,0.6690281682602836,0.8322310939982425,1.3396045982346192,0.6781800865979907,1.202639688485665,RURAL,Wholesale,2.153935572685415,89.08581964334718,2.1529475047551436
Nigeria,Middle East,Market_378,Salt,kg,2018-11-22 19:23:04,10.433602146410244,81.78413340949137,10,32.715181801761275,9,Pastoral,Food,7.839750773372295,1,Drought,0.2327789324629852,0.6951497593794157,0.49887809996968047,1.0591856851430301,0.4766255219736705,0.5879265875579132,URBAN,Wholesale,2.675491686908041,147.5487411524643,
Yemen,South Asia,Market_491,Palm Oil,kg,2019-12-30 07:30:05,15.794819918063617,65.95710330473696,1,30.10738446202773,31,Small business,Food,2.2130952272969364,0,Conflict,0.892393974739908,0.19529251196012853,0.31008949720267776,1.1155416919872778,0.3221674783600875,0.6195119836507947,rural,Retail,2.704200894396389,130.38948786410995,2.748778904204993
South Sudan,East Africa,Market_130,Onion,kg,2020-06-23 20:06:52,6.19758112598263,52.432125264260236,2,33.34885352230884,31,pastoral,None,7.172849696927345,0,Conflict,0.15599504793334912,0.13110839437867317,0.9364408094361312,2.2564039781376306,0.8271842581058946,1.2497071053141888,Rural,Retail,1.8348337555396044,127.93320997708457,1.9094273831825352
Afghanistan,South Asia,Market_469,Wheat Flour,kg,2020-04-12 02:49:16,-0.3292355524840218,32.00598905819177,6,57.82968551305103,13,AGRICULTURE,Food,4.778526201926619,0,Conflict,0.9040745631024903,0.7801144516042527,0.40858247519106156,2.4066573250129295,0.48934903239159777,0.7859872271353869,rural,WHOLESALE,2.971338199759427,186.64402647129884,2.9283968351126184
Kenya,Middle East,Market_418,Lentils,kg,2019-08-09 20:32:51,14.169025450569485,40.901980769060245,11,44.57998664559388,19,Small Business,Cash,6.92156256107527,1,Flood,0.2849534987738337,0.24054191574082995,0.3444214261308697,1.5987845229914812,0.26212896286415144,0.8463439693270876,Rural,wholesale,3.8960529864315947,229.6688254520131,3.7288984335574202
Somalia,South Asia,Market_27,Tomato,kg,2019-07-03 23:00:07,15.993762992502326,39.479870754237034,7,40.50456271706181,17,Agriculture,Food,12.734993057704333,0,Flood,0.9834490106112422,0.009110963660211246,0.25053931362263565,2.5610443392990456,0.9697157358906642,0.9395055035047186,RURAL,retail,2.660894064709249,183.59158768078905,2.64465809617792
Bangladesh,East Africa,Market_165,Milk,kg,2021-05-02 12:54:53,11.270135156232627,116.09753050263153,6,26.358780125445662,2,SMALL BUSINESS,None,6.19129626598427,0,Drought,0.6610889346441442,0.2988123714880535,0.9150494714153903,1.6562331212387644,0.14783494483435922,0.6238267612334196,Rural,WHOLESALE,2.1025784914325416,122.19594525878234,2.1744966921878444
South Sudan,Middle East,Market_455,Sunflower Oil,kg,2020-12-06 21:12:15,17.697127492397783,100.09424671526193,1,,5,Agriculture,Food,12.011019256081218,0,Conflict,0.9828494214179326,0.46414069533253344,0.6315360557179265,2.3098800081545687,0.129884637074846,1.1608961578166501,urban,retail,4.012322656945333,278.85610662984254,4.094204145424457
Bangladesh,Middle East,Market_406,Millet,kg,2018-07-08 05:22:58,19.17735778162384,41.047667469455476,1,20.713923314305138,17,Small business,None,3.566417367116902,1,,0.5645567442565554,0.26863122056782684,0.51145842658044,2.8140859276484016,0.901419968226016,1.089717359764226,Urban,Wholesale,2.799869305025618,158.86514682389122,2.8675586746523574
Ethiopia,South Asia,Market_68,Milk,kg,2018-11-26 13:15:23,-9.94752949865251,72.0489575213301,1,54.07654048511028,31,Small business,None,8.946583453859402,0,Conflict,0.804930503969294,0.09346219345551676,0.8151264668593592,1.3920204754674632,,1.140947280435681,urban,retail,2.7711534927278914,187.59050734587618,2.8147923187035233
Nigeria,Middle East,Market_14,Sunflower Oil,kg,2021-01-19 02:57:58,-12.652210344107452,88.90374626988196,1,40.695433970468386,8,Agriculture,Food,6.4484940065815906,0,Conflict,0.3465848444024338,0.25101556156283655,0.6209272181805684,2.673754084207512,0.7617919905796453,0.6933207541408504,urban,Retail,3.5097366123666793,188.11242760472106,3.6164948054600816
Yemen,South Asia,Market_98,Maize,kg,2020-12-21 09:42:54,-2.056305532486384,116.49301092515658,10,32.65187685665353,25,small business,None,14.599129359219935,1,Flood,0.2402995500795183,0.08048354451489947,0.4437692308248844,,0.15096045548069037,0.5711884735567372,RURAL,Wholesale,2.0358586943909693,,1.9838038021915705
Nigeria,West Africa,Market_279,Millet,kg,2019-11-15 21:46:09,19.877068849575167,54.20675245270267,10,38.979297881683884,18,agriculture,Food,0.11132991328941912,0,Flood,0.1943555515110028,0.5361181467709758,0.5104722261808776,2.5655911399539137,0.7516263499383217,1.2866610544611659,RURAL,retail,1.9941031983347988,100.08708348892903,2.0168396116698846
Ethiopia,Middle East,Market_428,Salt,kg,2018-12-19 07:08:11,-16.46106592936741,53.76420599277274,1,44.868718254094865,5,Pastoral,Cash,5.51863681150487,0,Drought,0.398765004409001,0.6852642599177701,0.8072108475479651,1.499334892973634,0.17138599264083532,0.7513392858477361,Rural,Wholesale,1.138107057273022,66.1550876299206,1.111799919831363
Ethiopia,South Asia,Market_490,Milk,kg,2019-09-17 08:28:57,8.47976018642126,81.14318863202767,2,22.586898367770154,1,PASTORAL,None,12.219348035932711,0,Conflict,0.44728398038595907,0.7130028750176053,0.4139602459363488,1.017542339183098,0.059623388009355516,0.4779209248701607,Rural,Wholesale,2.1682753928344396,122.95926238956899,2.20463152095587
Yemen,West Africa,Market_473,Millet,kg,2019-07-03 08:18:11,14.033425880838479,107.1640050226091,2,41.75306701505905,27,Pastoral,None,5.9334311971262235,0,Flood,0.38801071626895267,0.7898375757694716,0.629511164492617,1.0235021476689914,0.3180102952330298,0.9190957442743632,urban,RETAIL,1.4833347130209926,60.69045011883016,1.5006228904184455
South Sudan,Middle East,Market_449,Goat Meat,kg,2022-11-14 22:09:36,19.857905796401617,55.165906030023464,4,36.788012922446434,19,Small business,None,3.3408942799655965,0,None,0.9648295718394811,0.05129904188538448,0.8925645430982729,1.899309368483773,0.7100137166512313,1.2419222349437737,URBAN,retail,3.8372297607270514,185.03384848413182,3.8916763943768506
Ethiopia,West Africa,Market_371,Tomato,kg,2023-07-15 21:57:11,4.788498868995752,41.3242716273796,3,34.25310457751145,13,AGRICULTURE,Cash,12.813844003828045,0,None,0.22534276626712377,0.7438903791050389,0.9018884713470656,1.2216996146988808,0.327211662799723,0.6847596107019318,Urban,Wholesale,1.3770250029401248,68.2309807639657,1.417346608578945
Somalia,Middle East,Market_247,Wheat Flour,kg,2019-10-10 16:39:21,-4.796222178576848,53.95171503472019,4,40.125834041071,32,Agriculture,Food,8.91673962334946,0,Conflict,0.2813335755961853,0.7460784438418411,0.9150654791858137,2.0028644075718334,0.7165432105724905,0.4570014091898592,Urban,Wholesale,2.7939730109359817,,2.838196967372562
